#UPDATE_DATE,5/26/2026,,,,,,,,,,,,,
หมวด,ITEM CODE,Ø (cm),ความยาว (m),Order,Site (หน่วยงาน),Stock (ท่อน),BOM (m³/ท่อน),Stock (m³),โรงงาน,Ø_mm,Area,ปีผลิต,ปีเสา,เหล็กเสริมพิเศษ
,C70A1900T22,70,19,CENTRAL6-73291,,1,3.8741,3.8741,F2,⌀700,2039,2018,8, 
,C80C1600E22,80,16,CENTRAL6-73291,,1,4.2432,4.2432,F2,⌀800,2652,2015,11, 
,C40A0900T00,40,9,CENTRAL-73289,,2,0.6894,1.3788,F2,⌀400,766,2015,11, 
,C45A1500T00,45,15,CENTRAL-SO10110398,,2,1.395,2.79,F2,⌀450,930,2017,9, 
,C25A1300T00,25,13,CENTRAL-SO11070236,,2,0.4381,0.8762,F2,⌀250,337,2011,15, 
,C60A1100T00,60,11,CENTRAL-SO12070283,,2,1.7281,3.4562,F2,⌀600,1571,2012,14, 
,C25A0700E22005001,25,7,CENTRAL-SO13010050,,3,0.2359,0.7077,F2,⌀250,337,2013,13,เสาสัญญาณ 
,C30B0700E22005001,30,7,CENTRAL-SO13010050,,3,0.3164,0.9492,F2,⌀300,452,2013,13,เสาสัญญาณ 
,C40A1100E22005001,40,11,CENTRAL-SO13010050,,3,0.8426,2.5278,F2,⌀400,766,2013,13,เสาสัญญาณ 
,C45A0700E22005001,45,7,CENTRAL-SO13010050,,3,0.651,1.953,F2,⌀450,930,2013,13,เสาสัญญาณ 
,C30B0900T00,30,9,CENTRAL-SO13090437,,2,0.4068,0.8136,F2,⌀300,452,2017,9, 
,C45A1100T00,45,11,CENTRAL-SO13090437,,6,1.023,6.138,F2,⌀450,930,2017,9, 
,C30B0700T00,30,7,CENTRAL-SO14080308,,1,0.3164,0.3164,F2,⌀300,452,2017,9, 
,C40A1650T02,40,16.5,CENTRAL-SO15090361,,1,1.2639,1.2639,F2,⌀400,766,2015,11, 
,C60C1300E02041401,60,13,CENTRAL-SO15100414,,1,2.496,2.496,F2,⌀600,1920,2015,11, 
,C30B1300T00,30,13,CENTRAL-SO15120488,,4,0.5876,2.3504,F2,⌀300,452,2019,7, 
,C40A0900T00,40,9,CENTRAL-SO15120491,,3,0.6894,2.0682,F2,⌀400,766,2015,11, 
,C35B1300T22,35,13,CENTRAL-SO16010004,,1,0.7566,0.7566,F2,⌀350,582,2016,10, 
,C35B1700T02,35,17,CENTRAL-SO16010004,,3,0.9894,2.9682,F2,⌀350,582,2019,7, 
,C30B1200T00,30,12,CENTRAL-SO16020071,,1,0.5424,0.5424,F2,⌀300,452,2018,8, 
,C50A1700E00007401,50,17,CENTRAL-SO16020074,,2,1.9703,3.9406,F2,⌀500,1159,2016,10, 
,C50A1500E00038401,50,15,CENTRAL-SO16100384,,1,1.7385,1.7385,F2,⌀500,1159,2016,10, 
,C25A0600T00,25,6,CENTRAL-SO16110393,,1,0.2022,0.2022,F2,⌀250,337,2019,7, 
,C60A1500H02041901,60,15,CENTRAL-SO16110419,,1,2.3565,2.3565,F2,⌀600,1571,2017,9, 
,C40A1700T02,40,17,CENTRAL-SO17040119,,1,1.3022,1.3022,F2,⌀400,766,2017,9, 
,C35B0200T02,35,2,CENTRAL-SO17080272,,28,0.1164,3.2592,F2,⌀350,582,2017,9, 
,C35B0400T02,35,4,CENTRAL-SO17080272,,19,0.2328,4.4232,F2,⌀350,582,2017,9, 
,C30B1000T00,30,10,CENTRAL-SO17090290,,4,0.452,1.808,F2,⌀300,452,2019,7, 
,C40A0300T02,40,3,CENTRAL-SO17090291,,1,0.2298,0.2298,F2,⌀400,766,2017,9, 
,C60A1600T25,60,16,CENTRAL-SO17110374,,2,2.5136,5.0272,F2,⌀600,1571,2018,8, 
,C40A1100T00,40,11,CENTRAL-SO17120420,,15,0.8426,12.639,F2,⌀400,766,2018,8, 
,C35B0600E22000401,35,6,CENTRAL-SO18010004,,9,0.3492,3.1428,F2,⌀350,582,2017,9, 
,C50A1500T25016001,50,15,CENTRAL-SO18050160,,3,1.7385,5.2155,F2,⌀500,1159,2018,8, 
,C70A1500T02,70,15,CENTRAL-SO18060214,,9,3.0585,27.5265,F2,⌀700,2039,2018,8, 
,C70A1500T25,70,15,CENTRAL-SO18060214,,10,3.0585,30.585,F2,⌀700,2039,2018,8, 
,C25A0700E22010401,25,7,CENTRAL-SO18070270,,9,0.2359,2.1231,F2,⌀250,337,2020,6, 
,C25A0700E22027001,25,7,CENTRAL-SO18070270,,1,0.2359,0.2359,F2,⌀250,337,2019,7, 
,C25A1100T22,25,11,CENTRAL-SO18070270,,20,0.3707,7.414,F2,⌀250,337,2018,8, 
,C30B0150E02027001,30,1.5,CENTRAL-SO18070270,,2,0.0678,0.1356,F2,⌀300,452,2019,7, 
,C40A0300E02027001,40,3,CENTRAL-SO18070270,,25,0.2298,5.745,F2,⌀400,766,2018,8, 
,C50A0700E22027001,50,7,CENTRAL-SO18070270,,3,0.8113,2.4339,F2,⌀500,1159,2018,8, 
,C40A0700T00,40,7,CENTRAL-SO18080303,,3,0.5362,1.6086,F2,⌀400,766,2017,9, 
,C80A1600T25,80,16,CENTRAL-SO18100388,,1,4.1024,4.1024,F2,⌀800,2564,2018,8, 
,C60A1400T25,60,14,CENTRAL-SO18100394,,1,2.1994,2.1994,F2,⌀600,1571,2019,7,โอน Code ใช้งาน SO24100290
,C30B0800E22007701,30,8,CENTRAL-SO19020077,,1,0.3616,0.3616,F2,⌀300,452,2019,7, 
,C35B1600T00,35,16,CENTRAL-SO19030137,,1,0.9312,0.9312,F2,⌀350,582,2019,7, 
,C35B1700T00,35,17,CENTRAL-SO19030137,,3,0.9894,2.9682,F2,⌀350,582,2019,7, 
,C35B1500T02,35,15,CENTRAL-SO19050172,,1,0.873,0.873,F2,⌀350,582,2019,7, 
,C30B1100T22,30,11,CENTRAL-SO19050196,,2,0.4972,0.9944,F2,⌀300,452,2019,7, 
,C60A1300T00,60,13,CENTRAL-SO19070288,,1,2.0423,2.0423,F2,⌀600,1571,2019,7, 
,C35B1000T02,35,10,CENTRAL-SO19080316,,1,0.582,0.582,F2,⌀350,582,2019,7, 
,C30B0600T02,30,6,CENTRAL-SO19080355,,1,0.2712,0.2712,F2,⌀300,452,2019,7, 
,C30B0600E22036701,30,6,CENTRAL-SO19090367,,1,0.2712,0.2712,F2,⌀300,452,2019,7, 
,C60A1200H25049401,60,12,CENTRAL-SO19110494,,2,1.8852,3.7704,F2,⌀600,1571,2021,5, 
,C60A1300H02049401,60,13,CENTRAL-SO19110494,,1,2.0423,2.0423,F2,⌀600,1571,2021,5, 
,C60A1500T00,60,15,CENTRAL-SO19110497,,3,2.3565,7.0695,F2,⌀600,1571,2019,7, 
,C30B1500T00,30,15,CENTRAL-SO19110499,,1,0.678,0.678,F2,⌀300,452,2020,6, 
,C30B0800E22051401,30,8,CENTRAL-SO19120514,,1,0.3616,0.3616,F2,⌀300,452,2019,7, 
,C70A1200T02,70,12,CENTRAL-SO20010014,,2,2.4468,4.8936,F2,⌀700,2039,2020,6, 
,C45A1100T22,45,11,CENTRAL-SO20010038,,2,1.023,2.046,F2,⌀450,930,2020,6, 
,C60A1300T02,60,13,CENTRAL-SO20020052,,9,2.0423,18.3807,F2,⌀600,1571,2021,5,ยกเลิกออเดอร์
,C50A1600T00,50,16,CENTRAL-SO20020082,,1,1.8544,1.8544,F2,⌀500,1159,2020,6, 
,C35B1200T00,35,12,CENTRAL-SO20030097,,1,0.6984,0.6984,F2,⌀350,582,2020,6, 
,C30B1800E00,30,18,CENTRAL-SO20030123,,3,0.8136,2.4408,F2,⌀300,452,2020,6, 
,C40A1100T02,40,11,CENTRAL-SO20040148,,5,0.8426,4.213,F2,⌀400,766,2021,5, 
,C40A1300T02,40,13,CENTRAL-SO20040148,,5,0.09958,0.4979,F2,⌀400,766,2020,6, 
,C40A1400T02,40,14,CENTRAL-SO20040148,,22,0.10724,2.35928,F2,⌀400,766,2020,6, 
,C40A1600T00,40,16,CENTRAL-SO20040148,,3,1.2256,3.6768,F2,⌀400,766,2019,7, 
,C60A1400T02,60,14,CENTRAL-SO20040148,,4,2.1994,8.7976,F2,⌀600,1571,2021,5, 
,C45A1200T02,45,12,CENTRAL-SO20060246,,2,1.116,2.232,F2,⌀450,930,2020,6, 
,C45A1400T02,45,14,CENTRAL-SO20060246,,6,1.302,7.812,F2,⌀450,930,2020,6, 
,C60A1200T52029301,60,12,CENTRAL-SO20070293,,1,1.8852,1.8852,F2,⌀600,1571,2020,6,4DB16มม.3.00ม.
,C30B1300T02,30,13,CENTRAL-SO20080331,,18,0.5876,10.5768,F2,⌀300,452,2020,6, 
,C60A1800T02,60,18,CENTRAL-SO20100403,,4,2.8278,11.3112,F2,⌀600,1571,2021,5, 
,C60A1800T25,60,18,CENTRAL-SO20100403,,1,2.8278,2.8278,F2,⌀600,1571,2021,5,ปูนมารีน
,C40A1100T22,40,11,CENTRAL-SO20100408,,1,0.8426,0.8426,F2,⌀400,766,2020,6, 
,C30B0900E22,30,9,CENTRAL-SO20110451,,2,0.4068,0.8136,F2,⌀300,452,2020,6, 
,C35B0900E22,35,9,CENTRAL-SO20110451,,5,0.5238,2.619,F2,⌀350,582,2020,6, 
,C60A1300T25,60,13,CENTRAL-SO20120468,,5,2.0423,10.2115,F2,⌀600,1571,2020,6, 
,C40A1200T52048201,40,12,CENTRAL-SO20120482,,1,0.9192,0.9192,F2,⌀400,766,2021,5,4DB12มม.3.30ม.
,C45A1200T52048201,45,12,CENTRAL-SO20120482,,2,1.116,2.232,F2,⌀450,930,2021,5,8DB16มม.6.00ม.
,C60A1200T25,60,12,CENTRAL-SO21010025,,1,1.8852,1.8852,F2,⌀600,1571,2021,5, 
,C25A0500E02006201,25,5,CENTRAL-SO21020062,,2,0.1685,0.337,F2,⌀250,337,2021,5, 
,C25A0500E22006201,25,5,CENTRAL-SO21020062,,3,0.1685,0.5055,F2,⌀250,337,2021,5, 
,C50A1700T02,50,17,CENTRAL-SO21020074,,3,1.9703,5.9109,F2,⌀500,1159,2021,5, 
,C60A1600T02,60,16,CENTRAL-SO21020074,,2,2.5136,5.0272,F2,⌀600,1571,2021,5, 
,C40A1200T02,40,12,CENTRAL-SO21020075,,3,0.9192,2.7576,F2,⌀400,766,2021,5, 
,C50A1400T02,50,14,CENTRAL-SO21030105,,3,1.6226,4.8678,F2,⌀500,1159,2021,5, 
,C35B1300T02,35,13,CENTRAL-SO21030110,,2,0.7566,1.5132,F2,⌀350,582,2021,5, 
,C60A1100T02,60,11,CENTRAL-SO21030122,,4,1.7281,6.9124,F2,⌀600,1571,2021,5, 
,C60A1200T02,60,12,CENTRAL-SO21030122,,7,1.8852,13.1964,F2,⌀600,1571,2021,5, 
,C60A0800T02,60,8,CENTRAL-SO21040146,,2,1.2568,2.5136,F2,⌀600,1571,2021,5, 
,C60A1100T02,60,11,CENTRAL-SO21040146,,2,1.7281,3.4562,F2,⌀600,1571,2021,5, 
,C30B1200T02,30,12,CENTRAL-SO21040161,,11,0.5424,5.9664,F2,⌀300,452,2021,5, 
,C45A1300T02,45,13,CENTRAL-SO21060237,,1,1.209,1.209,F2,⌀450,930,2021,5, 
,C80A1700T02,80,17,CENTRAL-SO21070255,,2,4.3588,8.7176,F2,⌀800,2564,2021,5, 
,C50A1600T02,50,16,CENTRAL-SO21090319,,1,1.8544,1.8544,F2,⌀500,1159,2021,5, 
,CP0350B08000T02,35,8,CENTRAL-SO21090328,,2,0.4656,0.9312,F2,⌀350,582,2021,5,ปูนมารีน ทา Collar สีเขียว
,CP0350B14000T02,35,14,CENTRAL-SO21090328,,2,0.8148,1.6296,F2,⌀350,582,2021,5,ปูนมารีน ทา Collar สีเขียว
,CP0450A07000T02,45,7,CENTRAL-SO21090328,,1,0.651,0.651,F2,⌀450,930,2021,5,ปูนมารีน ทา Collar สีเขียว
,CP0350B15000T02,35,15,CENTRAL-SO21090345,,3,0.873,2.619,F2,⌀350,582,2021,5,เสา Auger เสาหนาปั๊ม T
,CP0500A09000T02,50,9,CENTRAL-SO21090347,,10,1.0431,10.431,F2,⌀500,1159,2021,5,ทาสีเขียวอ่อน
,CP0600A07000T02,60,7,CENTRAL-SO21090347,,3,1.0997,3.2991,F2,⌀600,1571,2021,5,ทาสีเขียวอ่อน
,CP0600A08000T02,60,8,CENTRAL-SO21090347,,9,1.2568,11.3112,F2,⌀600,1571,2021,5,ทาสีเขียวอ่อน
,CP0600A18000T00,60,18,CENTRAL-SO21090347,,1,2.8278,2.8278,F2,⌀600,1571,2021,5,ติดท่อ
,CP0350B18000T00,35,18,CENTRAL-SO21100361,,11,1.0476,11.5236,F2,⌀350,582,2021,5,เป็นสต๊อกงานเกมส์แล้ว
,C60A1500T02,60,15,CENTRAL-SO21110396,,1,2.3565,2.3565,F2,⌀600,1571,2021,5, 
,CP0250A13000T22,25,13,CENTRAL-SO21120466,,3,0.4381,1.3143,F2,⌀250,337,2021,5, 
,C50A1300T25,50,13,CENTRAL-SO22010015,,9,1.5067,13.5603,F2,⌀500,1159,2021,5, 
,C30B1700T02,30,17,CENTRAL-SO22010024,,2,0.7684,1.5368,F2,⌀300,452,2019,7, 
,C35B1400T02,35,14,CENTRAL-SO22010032,,2,0.8148,1.6296,F2,⌀350,582,2021,5, 
,CP0250A05000E03,25,5,CENTRAL-SO22040130,,1,0.1685,0.1685,F2,⌀250,337,2022,4, 
,C30B0150E22027001,30,1.5,CENTRAL-SO22050179,,15,0.0678,1.017,F2,⌀300,452,2019,7, 
,CP0300B13000T00,30,13,CENTRAL-SO22060201,,1,0.5876,0.5876,F2,⌀300,452,2022,4, 
,CP0250A12000T00,25,12,CENTRAL-SO22070247,,4,0.4044,1.6176,F2,⌀250,337,2022,4, 
,CP0250A05000E03,25,5,CENTRAL-SO22080270,,5,0.1685,0.8425,F2,⌀250,337,2022,4, 
,CP0300B08000T00,30,8,CENTRAL-SO22100334,,16,0.3616,5.7856,F2,⌀300,452,2022,4, 
,CP0250A06000T02,25,6,CENTRAL-SO22100338,,1,0.2022,0.2022,F2,⌀250,337,2022,4, 
,CP0250A09000T52BG,25,9,CENTRAL-SO22100338,,2,0.3033,0.6066,F2,⌀250,337,2022,4,6DB12มม.2.00ม.
,CP0400A09000E22,40,9,CENTRAL-SO22100338,,2,0.6894,1.3788,F2,⌀400,766,2022,4, 
,CP0600A07000E23,60,7,CENTRAL-SO22100338,,11,1.0997,12.0967,F2,⌀600,1571,2022,4, 
,CP0600A07000T02,60,7,CENTRAL-SO22100338,,6,1.0997,6.5982,F2,⌀600,1571,2022,4, 
,CP0600A09000E03,60,9,CENTRAL-SO22100338,,6,1.4139,8.4834,F2,⌀600,1571,2022,4, 
,CP0600A09000E23,60,9,CENTRAL-SO22100338,,1,1.4139,1.4139,F2,⌀600,1571,2022,4, 
,CP0300B08000E23,30,8,CENTRAL-SO22110347,,2,0.3616,0.7232,F2,⌀300,452,2022,4, 
,CP0500A11000T02,50,11,CENTRAL-SO23010001,,9,1.2749,11.4741,F2,⌀500,1159,2023,3, 
,CP0450A13000T52BF,45,13,CENTRAL-SO23010002,,1,1.209,1.209,F2,⌀450,930,2023,3,4DB12มม.3.30ม.
,CP0450A14000T52BF,45,14,CENTRAL-SO23010002,,1,1.302,1.302,F2,⌀450,930,2023,3,4DB12มม.3.30ม.
,CP0400A17000T00,40,17,CENTRAL-SO23020030,,5,1.3022,6.511,F2,⌀400,766,2023,3, 
,CP0400A18000T00,40,18,CENTRAL-SO23020030,,4,1.3788,5.5152,F2,⌀400,766,2023,3, 
,CP0700A17500T25,70,17.5,CENTRAL-SO23040092,,4,3.56825,14.273,F2,⌀700,2039,2023,3, 
,CP0300B01500E33,30,1.5,CENTRAL-SO23050130,,5,0.0678,0.339,F2,⌀300,452,2023,3, 
,CP0400A09000E03,40,9,CENTRAL-SO23050145,,1,0.6894,0.6894,F2,⌀400,766,2023,3, 
,C40A0700T02,40,7,CENTRAL-SO23060148,,1,0.5362,0.5362,F2,⌀400,766,2021,5, 
,CP0450A06000T02,45,6,CENTRAL-SO23060165,,1,0.558,0.558,F2,⌀450,930,2024,2, 
,CP0450A07000E23,45,7,CENTRAL-SO23060165,,4,0.651,2.604,F2,⌀450,930,2024,2, 
,CP0450A12000T02,45,12,CENTRAL-SO23060165,,1,1.116,1.116,F2,⌀450,930,2024,2, 
,CP0500A13000T02,50,13,CENTRAL-SO23060165,,9,1.5067,13.5603,F2,⌀500,1159,2023,3, 
,CP0300B06000T00,30,6,CENTRAL-SO23070184,,3,0.2712,0.8136,F2,⌀300,452,2023,3, 
,CP0250A14000T02,25,14,CENTRAL-SO23070200,,4,0.4718,1.8872,F2,⌀250,337,2023,3, 
,CP0500A12000T02,50,12,CENTRAL-SO23090266,,15,1.3908,20.862,F2,⌀500,1159,2024,2, 
,CP0500A13000T02,50,13,CENTRAL-SO23090266,,29,1.5067,43.6943,F2,⌀500,1159,2024,2, 
,CP0500A14000T02,50,14,CENTRAL-SO23090266,,30,1.6226,48.678,F2,⌀500,1159,2024,2, 
,CP0500A13000T02,50,13,CENTRAL-SO23100285,,25,1.5067,37.6675,F2,⌀500,1159,2024,2, 
,CP0400A17000E00,40,17,CENTRAL-SO23100301,,2,1.3022,2.6044,F2,⌀400,766,2024,2, 
,CP0400A18000E00,40,18,CENTRAL-SO23100301,,6,1.3788,8.2728,F2,⌀400,766,2024,2, 
,CP0450A13000T52BF,45,13,CENTRAL-SO23100308,,2,1.209,2.418,F2,⌀450,930,2023,3,4DB12มม.3.30ม.
,CP0600A12000T25,60,12,CENTRAL-SO23120370,,3,1.8852,5.6556,F2,⌀600,1571,2024,2, 
,CP0250A11000T00,25,11,CENTRAL-SO24010015,,2,0.3707,0.7414,F2,⌀250,337,2024,2, 
,CP0250A09000T50BN,25,9,CENTRAL-SO24020037,,2,0.3033,0.6066,F2,⌀250,337,2024,2,2DB12มม.5.50ม.ต่ำจากหัวเสา0.50ม.
,CP0250A09000T52BM,25,9,CENTRAL-SO24020037,,1,0.3033,0.3033,F2,⌀250,337,2024,2,2DB12มม.3.50ม.ต่ำจากหัวเสา1.00ม.
,CP0350B11000T22,35,11,CENTRAL-SO24020049,,2,0.6402,1.2804,F2,⌀350,582,2024,2, 
,CP0350B08000T02,35,8,CENTRAL-SO24020057,,16,0.4656,7.4496,F2,⌀350,582,2024,2, 
,CP0500A12000T22,50,12,CENTRAL-SO24020062,,2,1.3908,2.7816,F2,⌀500,1159,2024,2, 
,CP0500A17000T02,50,17,CENTRAL-SO24020062,,22,1.9703,43.3466,F2,⌀500,1159,2024,2, 
,CP0600A11000T52BC,60,11,CENTRAL-SO24030077,,2,1.7281,3.4562,F2,⌀600,1571,2024,2,8DB16มม.6.00ม.
,CP0500A12000T02,50,12,CENTRAL-SO24090257,,8,1.3908,11.1264,F2,⌀500,1159,2024,2, 
,CP0450A18000T02,45,18,CENTRAL-SO24100299,,6,1.674,10.044,F2,⌀450,930,2025,1, 
,CP0400A09000T00,40,9,CENTRAL-SO24100300,,2,0.6894,1.3788,F2,⌀400,766,2024,2, 
,CP0400A11000T00,40,11,CENTRAL-SO24100300,,1,0.8426,0.8426,F2,⌀400,766,2024,2, 
,CP0400A12000T02,40,12,CENTRAL-SO25010012,,19,0.9192,17.4648,F2,⌀400,766,2025,1, 
,CP0600A11000E02,60,11,CENTRAL-SO25020070,,1,1.7281,1.7281,F2,⌀600,1571,2025,1,ทาสีส้มอ่อน
,CP0600A15000T25,60,15,CENTRAL-SO25020071,,1,2.3565,2.3565,F2,⌀600,1571,2025,1, 
,CP0800A11000T00,80,11,CENTRAL-SO25030087,,16,2.8204,45.1264,F2,⌀800,2564,2025,1, 
,CP0800A12000T00,80,12,CENTRAL-SO25030087,,9,3.0768,27.6912,F2,⌀800,2564,2025,1, 
,CP0800A14000T00,80,14,CENTRAL-SO25030087,,3,3.5896,10.7688,F2,⌀800,2564,2025,1, 
,CP0350B15000T00,35,15,CENTRAL-SO25030102,,1,0.873,0.873,F2,⌀350,582,2025,1, 
,CP0700C12000E52BH,70,12,CENTRAL-SO25050147,,1,2.9556,2.9556,F2,⌀700,2463,2025,1,20DB12มม.12.00ม.
,CP0500A12000T25,50,12,CENTRAL-SO25050149,,13,1.3908,18.0804,F2,⌀500,1159,2025,1,Auger
,CP0300B07000E23,30,7,CENTRAL-SO25060167,,6,0.3164,1.8984,F2,⌀300,452,2025,1, 
,CP0600A14000T03,60,14,CENTRAL-SO25070213,,8,2.1994,17.5952,F2,⌀600,1571,2025,1, 
,CP0600A15000T03,60,15,CENTRAL-SO25070213,,13,2.3565,30.6345,F2,⌀600,1571,2025,1,ลดยอดเปลี่ยนใช้เป็น T02
,CP0600A18000T03,60,18,CENTRAL-SO25070213,,2,2.8278,5.6556,F2,⌀600,1571,2025,1,ลดยอดเปลี่ยนใช้เป็น T02
,CP0800A11000T25,80,11,CENTRAL-SO25080228,,1,2.8204,2.8204,F2,⌀800,2564,2026,0,ปูนมารีน
,CP0800A12000T25,80,12,CENTRAL-SO25080228,,1,3.0768,3.0768,F2,⌀800,2564,2026,0,Auger ปูนมารีน
,CP0800A14000T02,80,14,CENTRAL-SO25090264,,67,3.5896,240.5032,F2,⌀800,2564,2025,1, 
,CP0600A17000T02,60,17,CENTRAL-SO25110341,,14,2.6707,37.3898,F2,⌀600,1571,2026,0, 
,CP0600A18000T02,60,18,CENTRAL-SO25110341,,30,2.8278,84.834,F2,⌀600,1571,2026,0, 
,CP0500A19000T05,50,19,CENTRAL-SO25120350,,11,2.2021,24.2231,F2,⌀500,1159,2026,0,Auger ปูน Type3
,CP0500A19000T25,50,19,CENTRAL-SO25120350,,1,2.2021,2.2021,F2,⌀500,1159,2026,0,Auger ปูน Type3
,CP0500B06000E33,50,6,CENTRAL-SO25120357,,1,0.7542,0.7542,F2,⌀500,1257,2026,0,KSC. 800
,CP0500B09000E33,50,9,CENTRAL-SO25120357,,1,1.1313,1.1313,F2,⌀500,1257,2026,0,KSC. 800
,CP0500B11000E03,50,11,CENTRAL-SO25120357,,2,1.3827,2.7654,F2,⌀500,1257,2026,0,KSC. 800
,CP0300B12000T02,30,12,CENTRAL-SO26020049,,13,0.5424,7.0512,F2,⌀300,452,2026,0, 
,D20B0510E54025101,20,5.1,,,20,0.3978,7.956,F2,D20,780,,,8DB12X1.5m. ปลายแหลม
,I22B0900T02,22,9,,,9,0.3267,2.9403,F2,I22,363,,, 
,I22B1050T02,22,10.5,,,32,0.38115,12.1968,F2,I22,363,,, 
,I22B1300T02,22,13,,,22,0.4719,10.3818,F2,I22,363,,, 
,I22D0900T02,22,9,,,1,0.3474,0.3474,F2,I22,386,,, 
,I22D1000S02,22,10,,,4,0.386,1.544,F2,I22,386,,,แท่น B ชาลิสา
,I22D1000S52019302,22,10,,,4,0.386,1.544,F2,I22,386,,,4DB12มม.2.50ม.
,I22D1050S02,22,10.5,,,2,0.4053,0.8106,F2,I22,386,,, 
,I22D1100S02,22,11,,,1,0.4246,0.4246,F2,I22,386,,, 
,I22D1200S00,22,12,,,6,0.4632,2.7792,F2,I22,386,,,เป็นสต๊อกงานSO23060169
,I22D1200S02,22,12,,,2,0.4632,0.9264,F2,I22,386,,,ลดยอด
,I22D1300S02,22,13,,,19,0.5018,9.5342,F2,I22,386,,, 
,I22D1400S02,22,14,,,4,0.5404,2.1616,F2,I22,386,,, 
,I26B1050P01,26,10.5,,,1,0.49665,0.49665,F2,I26,473,,,2
,I26D0750S02,26,7.5,,,1,0.36675,0.36675,F2,I26,489,,,โอนCode มาจาก SO22110351
,I30B1050T02,30,10.5,,,3,0.693,2.079,F2,I30,660,,, 
,I30D1000S00,30,10,,,8,0.66,5.28,F2,I30,660,,,ARP 
,I30D1200S02,30,12,,,3,0.792,2.376,F2,I30,660,,, 
,I35A1000T02,35,10,,,5,0.808,4.04,F2,I35,808,,, 
,I35A1500T02,35,15,,,1,1.212,1.212,F2,I35,808,,, 
,I35B1200T02,35,12,,,1,1.056,1.056,F2,I35,880,,, 
,I35D0500S00,35,5,,,4,0.44,1.76,F2,I35,880,,, 
,I35D0950S02,35,9.5,,,1,0.836,0.836,F2,I35,880,,, 
